"(1, 4, 1, 3)",1.0,1
"(1, 5, 1, 2)",1.0,1
"(1, 5, 2, 2)",1.0,1
"(2, 4, 1, 5)",1.0,1
"(5, 5, 2, 3)",1.0,1
"(10, 3, 1, 5)",1.0,1
"(11, 2, 1, 3)",1.0,2
"(7, 4, 2, 5)",0.6666666666666666,3
"(1, 5, 1, 1)",0.5,2
"(2, 5, 2, 1)",0.5,2
"(2, 5, 2, 5)",0.5,2
"(3, 5, 1, 3)",0.5,2
"(4, 5, 2, 4)",0.5,4
"(4, 5, 2, 5)",0.5,2
"(3, 2, 1, 4)",0.46153846153846156,13
"(2, 5, 2, 4)",0.4,5
"(3, 3, 2, 4)",0.4,5
"(6, 5, 2, 1)",0.4,5
"(3, 4, 2, 1)",0.35,20
"(2, 4, 1, 1)",0.3431372549019608,102
"(8, 4, 2, 3)",0.34,50
"(1, 4, 1, 1)",0.3333333333333333,3
"(2, 4, 2, 4)",0.3333333333333333,6
"(2, 4, 2, 5)",0.3333333333333333,3
"(4, 2, 2, 5)",0.3333333333333333,3
"(5, 2, 2, 3)",0.3333333333333333,3
"(9, 5, 2, 3)",0.3333333333333333,3
"(12, 5, 1, 3)",0.3333333333333333,3
"(5, 5, 1, 4)",0.3,10
"(4, 2, 1, 3)",0.2727272727272727,11
"(5, 4, 1, 1)",0.26785714285714285,112
"(4, 4, 1, 3)",0.26666666666666666,30
"(3, 4, 1, 1)",0.25203252032520324,123
"(2, 2, 1, 3)",0.25,8
"(4, 2, 1, 5)",0.25,4
"(5, 5, 2, 1)",0.25,12
"(11, 2, 1, 4)",0.25,8
"(11, 5, 2, 4)",0.25,16
"(12, 4, 2, 3)",0.25,12
"(5, 2, 2, 1)",0.24358974358974358,78
"(2, 4, 1, 4)",0.23809523809523808,21
"(12, 4, 1, 1)",0.23809523809523808,105
"(8, 4, 2, 4)",0.23728813559322035,59
"(3, 4, 1, 3)",0.23529411764705882,17
"(9, 4, 1, 4)",0.23529411764705882,17
"(5, 4, 1, 3)",0.23076923076923078,13
"(12, 3, 2, 3)",0.23076923076923078,13
"(5, 4, 1, 4)",0.22727272727272727,22
"(5, 4, 2, 1)",0.22448979591836735,98
"(2, 5, 1, 4)",0.2222222222222222,18
"(4, 4, 2, 5)",0.2222222222222222,9
"(7, 3, 2, 3)",0.2222222222222222,9
"(12, 2, 2, 4)",0.2222222222222222,9
"(2, 4, 1, 3)",0.21428571428571427,14
"(3, 4, 2, 2)",0.21428571428571427,14
"(2, 3, 2, 5)",0.21052631578947367,19
"(4, 4, 1, 4)",0.21052631578947367,38
"(3, 2, 1, 3)",0.2,5
"(3, 5, 1, 1)",0.2,30
"(3, 5, 1, 4)",0.2,5
"(4, 4, 2, 1)",0.2,215
"(4, 5, 1, 4)",0.2,15
"(4, 5, 1, 5)",0.2,5
"(6, 2, 2, 3)",0.2,5
"(6, 4, 2, 3)",0.2,15
"(7, 5, 2, 1)",0.2,15
"(8, 3, 1, 4)",0.2,35
"(9, 2, 2, 3)",0.2,5
"(9, 4, 2, 5)",0.2,5
"(12, 2, 1, 1)",0.2,85
"(12, 4, 1, 4)",0.2,10
"(2, 5, 1, 1)",0.19444444444444445,36
"(10, 5, 2, 1)",0.19230769230769232,26
"(3, 2, 1, 1)",0.1893939393939394,132
"(10, 4, 1, 3)",0.1875,16
"(11, 5, 2, 3)",0.1875,16
"(12, 4, 2, 4)",0.1875,16
"(2, 2, 1, 1)",0.18584070796460178,113
"(5, 5, 2, 2)",0.18518518518518517,27
"(5, 2, 1, 4)",0.18181818181818182,11
"(5, 3, 1, 3)",0.18181818181818182,22
"(6, 5, 1, 4)",0.18181818181818182,11
"(8, 2, 1, 1)",0.18181818181818182,187
"(8, 2, 1, 4)",0.18181818181818182,11
"(8, 4, 2, 5)",0.18181818181818182,11
"(8, 4, 1, 1)",0.18088737201365188,293
"(4, 2, 1, 1)",0.17857142857142858,224
"(4, 5, 1, 1)",0.17721518987341772,79
"(4, 4, 1, 1)",0.17582417582417584,273
"(6, 2, 1, 4)",0.17391304347826086,23
"(6, 4, 1, 3)",0.17391304347826086,46
"(4, 4, 2, 4)",0.1724137931034483,29
"(11, 2, 2, 4)",0.1724137931034483,29
"(12, 5, 1, 1)",0.1724137931034483,29
"(2, 2, 2, 3)",0.16666666666666666,6
"(2, 3, 2, 3)",0.16666666666666666,12
"(9, 2, 2, 4)",0.16666666666666666,6
"(5, 2, 1, 1)",0.1651376146788991,109
"(6, 2, 2, 1)",0.16363636363636364,55
"(9, 4, 1, 1)",0.16326530612244897,98
"(4, 2, 2, 4)",0.16,25
"(5, 1, 2, 3)",0.15806451612903225,310
"(7, 5, 2, 2)",0.15789473684210525,19
"(9, 4, 1, 3)",0.15789473684210525,19
"(8, 2, 2, 4)",0.15384615384615385,26
"(6, 4, 1, 1)",0.15328467153284672,274
"(2, 3, 1, 1)",0.15300546448087432,183
"(8, 4, 1, 4)",0.15217391304347827,46
"(5, 5, 1, 1)",0.15151515151515152,66
"(6, 2, 1, 1)",0.1506849315068493,146
"(5, 3, 2, 3)",0.15,20
"(11, 2, 2, 3)",0.15,20
"(11, 4, 1, 3)",0.14814814814814814,27
"(3, 4, 1, 2)",0.14728682170542637,129
"(5, 1, 1, 1)",0.14395259672359706,2869
"(2, 3, 1, 5)",0.14285714285714285,7
"(3, 3, 1, 3)",0.14285714285714285,7
"(4, 5, 2, 3)",0.14285714285714285,7
"(5, 5, 1, 3)",0.14285714285714285,7
"(6, 4, 2, 5)",0.14285714285714285,7
"(7, 4, 1, 4)",0.14285714285714285,7
"(10, 3, 2, 3)",0.14285714285714285,35
"(10, 5, 1, 1)",0.14285714285714285,21
"(12, 3, 1, 4)",0.14285714285714285,7
"(3, 1, 2, 3)",0.1388888888888889,72
"(4, 3, 1, 1)",0.13701067615658363,562
"(5, 1, 1, 4)",0.1366120218579235,366
"(5, 1, 2, 1)",0.13515358361774743,2930
"(4, 2, 2, 1)",0.13414634146341464,164
"(10, 4, 1, 1)",0.13402061855670103,97
"(2, 3, 2, 4)",0.13333333333333333,30
"(3, 2, 2, 1)",0.13333333333333333,15
"(5, 2, 2, 4)",0.13333333333333333,15
"(8, 3, 2, 4)",0.13333333333333333,45
"(10, 4, 1, 4)",0.13333333333333333,15
"(7, 2, 2, 1)",0.13114754098360656,61
"(11, 4, 1, 4)",0.12903225806451613,31
"(5, 4, 2, 2)",0.1267605633802817,71
"(1, 1, 1, 5)",0.125,32
"(2, 2, 2, 4)",0.125,8
"(2, 3, 1, 4)",0.125,24
"(3, 4, 1, 4)",0.125,24
"(4, 2, 2, 3)",0.125,8
"(4, 3, 2, 4)",0.125,64
"(8, 3, 1, 3)",0.125,24
"(8, 5, 2, 3)",0.125,8
"(12, 4, 1, 3)",0.125,8
"(7, 4, 1, 1)",0.1232876712328767,73
"(12, 4, 1, 2)",0.12307692307692308,65
"(12, 4, 2, 1)",0.12121212121212122,99
"(4, 5, 2, 1)",0.12,25
"(6, 3, 1, 4)",0.11904761904761904,42
"(8, 3, 1, 1)",0.1186046511627907,430
"(11, 4, 2, 5)",0.11764705882352941,51
"(3, 1, 1, 1)",0.11675055928411633,7152
"(3, 1, 1, 4)",0.11615566037735849,1696
"(10, 2, 1, 1)",0.11594202898550725,69
"(4, 5, 1, 2)",0.11570247933884298,121
"(12, 3, 1, 1)",0.11538461538461539,104
"(12, 5, 2, 2)",0.11538461538461539,26
"(10, 5, 2, 2)",0.11428571428571428,70
"(6, 3, 1, 1)",0.11384615384615385,325
"(4, 2, 1, 4)",0.1111111111111111,18
"(6, 2, 1, 3)",0.1111111111111111,9
"(6, 4, 1, 4)",0.1111111111111111,36
"(7, 4, 1, 3)",0.1111111111111111,9
"(7, 4, 2, 3)",0.1111111111111111,9
"(8, 2, 1, 3)",0.1111111111111111,9
"(9, 4, 2, 4)",0.1111111111111111,36
"(4, 1, 1, 1)",0.11024255661570295,8699
"(6, 5, 1, 1)",0.1076923076923077,65
"(5, 3, 1, 1)",0.1067193675889328,253
"(2, 5, 2, 2)",0.10526315789473684,19
"(6, 1, 2, 3)",0.10493827160493827,162
"(5, 1, 2, 4)",0.10376134889753567,771
"(5, 4, 2, 4)",0.10344827586206896,29
"(4, 1, 2, 1)",0.10324110671936759,6325
"(2, 1, 1, 1)",0.10298142013538816,6943
"(11, 4, 1, 1)",0.10273972602739725,146
"(3, 1, 1, 3)",0.10062893081761007,477
"(8, 4, 2, 1)",0.10033444816053512,299
"(4, 5, 1, 3)",0.1,10
"(5, 2, 1, 2)",0.1,40
"(5, 4, 1, 2)",0.1,80
"(6, 5, 2, 2)",0.1,20
"(4, 1, 2, 3)",0.09938837920489296,654
"(5, 1, 1, 3)",0.0990990990990991,111
"(12, 2, 2, 1)",0.0989010989010989,91
"(2, 2, 1, 2)",0.09722222222222222,72
"(2, 5, 1, 2)",0.09722222222222222,72
"(6, 4, 1, 2)",0.09688581314878893,289
"(5, 3, 1, 4)",0.0967741935483871,31
"(4, 3, 1, 4)",0.09523809523809523,42
"(5, 3, 2, 5)",0.09523809523809523,21
"(11, 4, 2, 4)",0.09375,160
"(4, 4, 2, 2)",0.09230769230769231,130
"(4, 1, 1, 3)",0.09202453987730061,489
"(8, 1, 1, 1)",0.09184774233317923,6489
"(4, 3, 2, 3)",0.09090909090909091,33
"(4, 4, 2, 3)",0.09090909090909091,22
"(8, 3, 2, 3)",0.09090909090909091,22
"(11, 5, 2, 1)",0.09090909090909091,33
"(10, 3, 1, 1)",0.09016393442622951,122
"(12, 1, 1, 1)",0.09001285897985427,2333
"(6, 4, 2, 1)",0.08860759493670886,79
"(1, 1, 2, 1)",0.08843537414965986,147
"(4, 3, 1, 3)",0.08823529411764706,34
"(12, 1, 1, 3)",0.08823529411764706,102
"(8, 1, 1, 3)",0.08816120906801007,397
"(3, 1, 2, 1)",0.08727810650887574,676
"(8, 2, 2, 1)",0.087248322147651,149
"(2, 2, 2, 2)",0.08695652173913043,23
"(2, 4, 1, 2)",0.08695652173913043,138
"(3, 3, 1, 4)",0.08695652173913043,23
"(8, 5, 2, 1)",0.08695652173913043,46
"(6, 1, 1, 1)",0.0861348355442486,5503
"(6, 2, 2, 2)",0.08571428571428572,35
"(4, 3, 2, 1)",0.08544303797468354,316
"(3, 3, 1, 1)",0.0851063829787234,94
"(8, 4, 1, 3)",0.0851063829787234,47
"(7, 1, 1, 3)",0.08461538461538462,130
"(10, 4, 2, 1)",0.08450704225352113,213
"(9, 4, 2, 1)",0.08441558441558442,154
"(6, 5, 1, 2)",0.08411214953271028,107
"(8, 4, 1, 2)",0.08361204013377926,299
"(7, 3, 1, 3)",0.08333333333333333,12
"(7, 4, 2, 4)",0.08333333333333333,12
"(8, 5, 2, 4)",0.08333333333333333,12
"(9, 2, 1, 1)",0.08333333333333333,72
"(10, 4, 2, 3)",0.08333333333333333,36
"(12, 2, 2, 2)",0.08333333333333333,48
"(6, 3, 2, 1)",0.08208955223880597,134
"(5, 3, 2, 1)",0.08108108108108109,74
"(7, 4, 2, 1)",0.08108108108108109,74
"(12, 3, 2, 2)",0.08092485549132948,173
"(4, 4, 1, 2)",0.0797872340425532,188
"(2, 1, 2, 1)",0.07972027972027972,2145
"(2, 1, 1, 4)",0.07942238267148015,1939
"(6, 4, 2, 2)",0.07936507936507936,63
"(2, 3, 2, 1)",0.07894736842105263,76
"(4, 2, 2, 2)",0.07894736842105263,76
"(8, 2, 2, 2)",0.07865168539325842,89
"(4, 1, 1, 4)",0.07750472589792061,1587
"(8, 1, 1, 4)",0.0773353751914242,1306
"(2, 3, 1, 3)",0.07692307692307693,26
"(3, 1, 1, 5)",0.07692307692307693,143
"(5, 4, 2, 3)",0.07692307692307693,26
"(7, 4, 1, 2)",0.07692307692307693,52
"(9, 3, 1, 4)",0.07692307692307693,13
"(9, 5, 1, 1)",0.07692307692307693,13
"(10, 1, 1, 5)",0.07692307692307693,65
"(2, 3, 2, 2)",0.07633587786259542,262
"(2, 1, 2, 4)",0.07614213197969544,788
"(3, 1, 2, 4)",0.07612456747404844,289
"(11, 4, 2, 3)",0.07575757575757576,132
"(5, 3, 2, 4)",0.075,40
"(8, 1, 2, 3)",0.07494646680942184,467
"(11, 4, 2, 1)",0.07472527472527472,455
"(8, 4, 2, 2)",0.07446808510638298,188
"(4, 5, 2, 2)",0.07352941176470588,68
"(2, 4, 2, 1)",0.07317073170731707,41
"(7, 4, 2, 2)",0.07317073170731707,41
"(10, 4, 2, 2)",0.07303370786516854,178
"(7, 3, 2, 2)",0.07171314741035857,251
"(5, 3, 2, 2)",0.07163323782234957,349
"(8, 5, 1, 4)",0.07142857142857142,14
"(11, 3, 1, 3)",0.07142857142857142,14
"(5, 1, 2, 5)",0.07100591715976332,169
"(6, 1, 1, 4)",0.07098381070983811,1606
"(11, 1, 1, 1)",0.07027027027027027,2035
"(2, 3, 1, 2)",0.07001321003963012,757
"(6, 1, 1, 5)",0.06993006993006994,143
"(8, 5, 1, 2)",0.06976744186046512,129
"(8, 1, 2, 1)",0.06939076016933554,5433
"(5, 3, 1, 2)",0.06900328587075576,913
"(9, 3, 2, 4)",0.06896551724137931,29
"(11, 3, 1, 4)",0.06896551724137931,29
"(4, 1, 2, 4)",0.06871421134825612,1921
"(11, 2, 2, 2)",0.06870229007633588,131
"(12, 3, 1, 2)",0.06829268292682927,205
"(3, 3, 2, 2)",0.06818181818181818,44
"(12, 1, 1, 5)",0.06818181818181818,44
"(9, 3, 1, 1)",0.06796116504854369,103
"(12, 1, 2, 3)",0.06787330316742081,221
"(9, 4, 1, 2)",0.06779661016949153,118
"(11, 2, 2, 1)",0.06741573033707865,178
"(10, 3, 2, 1)",0.06735751295336788,193
"(2, 1, 1, 3)",0.06725663716814159,565
"(2, 1, 1, 5)",0.06666666666666667,210
"(5, 1, 1, 5)",0.06666666666666667,30
"(6, 3, 2, 3)",0.06666666666666667,15
"(7, 3, 1, 1)",0.06578947368421052,228
"(6, 3, 2, 2)",0.06535947712418301,306
"(8, 3, 2, 2)",0.06505576208178439,538
"(12, 1, 1, 4)",0.06413301662707839,421
"(10, 1, 1, 4)",0.0640495867768595,484
"(11, 1, 1, 4)",0.06391752577319587,485
"(10, 4, 2, 4)",0.06382978723404255,47
"(11, 4, 2, 2)",0.06273062730627306,542
"(8, 2, 2, 3)",0.0625,16
"(4, 3, 2, 2)",0.061968408262454436,823
"(11, 1, 2, 3)",0.06129398410896708,881
"(3, 2, 1, 2)",0.061224489795918366,49
"(12, 5, 1, 2)",0.061224489795918366,49
"(10, 4, 1, 2)",0.06086956521739131,115
"(6, 1, 2, 1)",0.060252218589444184,2141
"(12, 1, 2, 1)",0.060142711518858305,2943
"(7, 2, 1, 1)",0.05970149253731343,67
"(3, 3, 2, 1)",0.058823529411764705,17
"(7, 3, 1, 4)",0.058823529411764705,17
"(7, 5, 1, 1)",0.058823529411764705,34
"(10, 2, 2, 4)",0.058823529411764705,17
"(8, 5, 2, 2)",0.057971014492753624,69
"(12, 4, 2, 2)",0.057692307692307696,52
"(7, 2, 2, 2)",0.05714285714285714,35
"(8, 5, 1, 1)",0.05714285714285714,70
"(8, 1, 2, 4)",0.05707196029776675,1612
"(1, 1, 2, 4)",0.05660377358490566,53
"(2, 1, 2, 3)",0.056179775280898875,178
"(2, 1, 2, 5)",0.05521472392638037,163
"(10, 1, 1, 1)",0.054982817869415807,2328
"(11, 3, 2, 3)",0.05454545454545454,55
"(10, 2, 2, 1)",0.05405405405405406,111
"(11, 1, 2, 1)",0.05341849325010887,6889
"(4, 2, 1, 2)",0.05333333333333334,75
"(2, 2, 1, 4)",0.05263157894736842,19
"(9, 2, 1, 2)",0.05263157894736842,38
"(10, 3, 2, 5)",0.05263157894736842,19
"(10, 1, 1, 3)",0.05194805194805195,154
"(5, 1, 1, 2)",0.05188067444876784,1542
"(10, 1, 2, 3)",0.05150976909413854,563
"(9, 3, 2, 1)",0.05128205128205128,78
"(11, 4, 1, 2)",0.0502092050209205,239
"(8, 3, 1, 2)",0.049937578027465665,801
"(8, 3, 2, 1)",0.048859934853420196,307
"(12, 1, 2, 4)",0.04881450488145049,717
"(7, 1, 2, 4)",0.04831932773109244,476
"(1, 1, 1, 1)",0.047872340425531915,564
"(6, 3, 2, 4)",0.047619047619047616,21
"(9, 4, 2, 3)",0.047619047619047616,21
"(12, 5, 2, 1)",0.047619047619047616,21
"(5, 5, 1, 2)",0.047244094488188976,127
"(5, 1, 2, 2)",0.04720853858784893,2436
"(3, 5, 1, 2)",0.046875,64
"(7, 1, 2, 3)",0.04580152671755725,131
"(9, 5, 2, 2)",0.045454545454545456,22
"(11, 1, 1, 5)",0.045454545454545456,66
"(11, 3, 1, 1)",0.045454545454545456,198
"(9, 3, 2, 2)",0.04524886877828054,221
"(7, 5, 1, 2)",0.044444444444444446,45
"(11, 1, 1, 3)",0.044444444444444446,135
"(11, 1, 2, 4)",0.043991074274784825,3137
"(7, 1, 1, 1)",0.043813192103996146,2077
"(4, 3, 1, 2)",0.04312267657992565,1345
"(9, 4, 2, 2)",0.04310344827586207,116
"(12, 3, 2, 1)",0.043010752688172046,93
"(10, 3, 2, 2)",0.042993630573248405,628
"(10, 3, 1, 2)",0.04198473282442748,262
"(11, 2, 1, 1)",0.041666666666666664,72
"(11, 3, 2, 4)",0.041666666666666664,96
"(7, 1, 1, 4)",0.04153354632587859,313
"(7, 3, 1, 2)",0.04142011834319527,338
"(6, 1, 2, 4)",0.04134762633996937,653
"(7, 3, 2, 1)",0.041176470588235294,170
"(6, 1, 1, 3)",0.0400890868596882,449
"(5, 2, 2, 2)",0.04,25
"(6, 1, 2, 5)",0.04,100
"(9, 1, 1, 1)",0.03973751367116296,2743
"(10, 2, 1, 2)",0.0392156862745098,51
"(3, 3, 1, 2)",0.03870967741935484,310
"(2, 1, 2, 2)",0.03868103994927077,3154
"(1, 1, 1, 4)",0.038461538461538464,156
